product_id,product_url,product_name,review_title,review_content,review_date
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Good,CPU still great performance in 2018,6 months ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Good,best cpu ever it serve me for 10 years,12 days ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Good,in 2024 still powerful enough on windows 10 it is still performing great.i paired it with my gtx 1060 and I have played rdr 2 gow on 60 fps. Still I have no need of wasting my 250$$ on latest processors.it is still enough for all of my needs at great speed.,4 months ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Poor,A very good option for budget gaming in Latin America,2 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Average,"Good CPU, i still use it for gaming @1080p",3 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Excellent,i use it for rendering and its grate.,4 months ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Excellent,It gave me huge performance over my i3-2100 CPU..I guess it was a worth upgrade for my little pc,11 months ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Excellent,optimal performance + stable at all times,6 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Excellent,this cpu is so faster at 3.3ghz 3.7ghz oll core it has got 144 fps in low grafiks at fortnite,3 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Poor,IntelR Core(TM)i5-2500 CRU @ 3-30GHz 3-30 GHz,4 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Excellent,This had the best price point for a long time and worked well for that money,5 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Average,"A good cpu , even though not overclockable , paired with a good gpu it can handle most games at decent setting",5 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Good,too much power,5 years ago.
IntelR-CoreTM-i5-2500-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz,SpeedTest,Excellent,still pretty good for most games,3 years ago.
IntelR-CoreTM-i5-2500S-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz,SpeedTest,,Lower TDP than most CPU's in it's class with exceptional performance at an affordable price. This is a good CPU for those who do not want to drop a lot of money into building a low end to even possibly mid level PC for gamming or for what ever your intentions are. Price to performance it's a go.,5 months ago.
IntelR-CoreTM-i5-2500S-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz,SpeedTest,Excellent,because it's still working until 2022,2 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,,it lags a lot dont make a mistake to buy this,6 months ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Terrible,don't buy this if you want a good cpu for socket g2 buy the I7-3740Qm this cpu will work for most dell latitudes like the e6420 dell latitude,4 months ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Terrible,the slowsest cpu I have ever touched also the release date is 2011 not 2013,11 months ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Excellent,"You can get a (granted, used) laptop with one of those for about 80 usd and if paired with an ssd its really good for business/study related tasks. Just be aware that this thing can get really hot.",2 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Good,"VERY OLD. Very power hungry by modern standards, but still pretty beefy . Capable of handling pretty much any tasks that aren't HEAVY data processing /rendering. Give it some RAM, a SSD, have a wall to plug it in and have fun because it's still a beast.",6 months ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Good,"I use this for stuff like Kerbal space program and it runs well enough that I can play KSP, and yes it gets hot while doing so, and a bit choppy, so what? I don,t really mind the choppy animations for KSP I'm fine with it",3 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Good,"Old, you can't use for internet browsing, editing",3 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Good,i think this is best processor ever,22 days ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Excellent,"It's a CPU I still use for my online business. Runs everyday without a complain, very reliable and capable of medium heavy loads. Runs a bit hot and power hungry but it's a workhorse.",2 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Excellent,"4 threads supported, meeting minimum requirements for most games. Just pair it with desktop graphics and game on a budget at decent frame rates. Why pay much more?",3 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Terrible,great card to pair with 8 gig ram,12 days ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Good,"This processor may be aging, but for tasks that aren't gaming it still holds up quite well.",5 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Average,it still okay to used in daily basic,4 years ago.
IntelR-CoreTM-i5-2520M-CPU---250GHz,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz,SpeedTest,Poor,Ehh . Its decent for the price . Stutters a lot for any large processing or gaming . Wouldn't recommend .,3 years ago.
IntelR-CoreTM-i5-2537M-CPU---140GHz,https://cpu.userbenchmark.com/SpeedTest/3186/IntelR-CoreTM-i5-2537M-CPU---140GHz,SpeedTest,,,2 years ago.
IntelR-CoreTM-i5-2537M-CPU---140GHz,https://cpu.userbenchmark.com/SpeedTest/3186/IntelR-CoreTM-i5-2537M-CPU---140GHz,SpeedTest,Excellent,"had it on my old laptop, love it. It is still fast when turboed even by todays standards but has overheating problems.",17 months ago.
IntelR-CoreTM-i5-2540M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/1616/IntelR-CoreTM-i5-2540M-CPU---260GHz,SpeedTest,,,18 months ago.
IntelR-CoreTM-i5-2540M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/1616/IntelR-CoreTM-i5-2540M-CPU---260GHz,SpeedTest,Good,this processor is steelusable for gtx 780,16 months ago.
IntelR-CoreTM-i5-2550K-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,SpeedTest,,,8 months ago.
IntelR-CoreTM-i5-2550K-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,SpeedTest,Poor,Bro can outlives my grandparent truly worth it for 10 years cpu 95W might a deal breaker but if it goes on sale for 10-20$ go for it,4 months ago.
IntelR-CoreTM-i5-2550K-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,SpeedTest,Good,Excelente procesador. Nada que envidiar a equipos actuales.,4 years ago.
IntelR-CoreTM-i5-2550K-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,SpeedTest,Excellent,i dont have this pc but i will have it,6 years ago.
IntelR-CoreTM-i5-2550K-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,SpeedTest,Good,Been running my i5-2550k at 5.9GHz for years now,2 years ago.
IntelR-CoreTM-i5-2550K-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,SpeedTest,Excellent,"I have been running an i5-2550k since 2012. With modest overclocking it is only 20% slower in single core processing than the 8th Gen i5's, giving me no reason, even 5 years later, to upgrade.",6 years ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,,,10 days ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Good,Driving this cpu hard for 10 years and I'm installing Linux to keep the party going for 10 more.,7 months ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Good,Its a pretty good cpu for my laptop,23 months ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Good,Its Running Fast On My Thinkpad X230,3 months ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Excellent,"yeah , 2k 60fps and 4k 30fps videos, not bad :3",17 months ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Poor,"I used it for heavy gaming ,COD walfere 3, sniper ghost warrior 2",9 months ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Excellent,Have A Good Performance according to its price,3 years ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Average,Only drawback is overheating. Good for day to day works.,2 months ago.
IntelR-CoreTM-i5-3320M-CPU---260GHz,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz,SpeedTest,Excellent,i5 vPro is perfect for everything,4 years ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,,,10 months ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,Good,this cpu is a good cpu if you need one :),20 months ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,Good,"Pathetic quad core, quad thread for today's standards most of the time you will be having issues with system instability due to how easy it is to overload this CPU. sometimes doing storage tasks can make this pc feel like its running off a 15 year old heavily beaten up HDD (even though its a almost year old Sata SSD running in Sata 300mbps)",24 days ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,Excellent,it works well for me i have gtx 1050 ti and can reach 40 fps fortnite ultra minimum,10 months ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,Excellent,it really suck for most of new games. GTA V with 1060 got FPS real high but stuttering and drop it to 1-5 for short time (or maybe minutes sometime) cant play with happiness and more with other games same problem. in fact i understand this CPU is really old and not a top model even in it's age just wanted to recommend if you want to play high-end game you must pay the price for higher CPU but it's worth you know that,2 years ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,Excellent,"Ripped it outta an old pre-built for free, runs great for what it is!",3 years ago.
IntelR-CoreTM-i5-3330-CPU---300GHz,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,SpeedTest,Good,"Only paid 25$ for one, for the price it's nice!",4 years ago.
IntelR-CoreTM-i5-3330S-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz,SpeedTest,,,17 months ago.
IntelR-CoreTM-i5-3330S-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz,SpeedTest,Excellent,"Use everyday, You can play GTA5, Star Citizen and many recent games",5 years ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,,,2 years ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Good,my friend use it and plays nothing professional,2 years ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Average,Very Good I have this and a HD4000 from intel and i have like 60 fps average on gta V with 2.3 Ghz (Turboed the 1.8 Ghz) with just batterie settings,16 months ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Average,It can play Minecraft BE Edition.,9 months ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Good,"Don't recommend it for gaming but if you're just gonna do it for online classes, researching and normal uses like browsing the web and video conferences, partner it with 8GB of ram and you're good to go",11 months ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,,,1 month ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Good,my friend use it and plays nothing professional,2 years ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Average,Very Good I have this and a HD4000 from intel and i have like 60 fps average on gta V with 2.3 Ghz (Turboed the 1.8 Ghz) with just batterie settings,16 months ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Average,It can play Minecraft BE Edition.,9 months ago.
IntelR-CoreTM-i5-3337U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,SpeedTest,Good,"Don't recommend it for gaming but if you're just gonna do it for online classes, researching and normal uses like browsing the web and video conferences, partner it with 8GB of ram and you're good to go",11 months ago.
IntelR-CoreTM-i5-3340-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz,SpeedTest,,,15 months ago.
IntelR-CoreTM-i5-3340-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz,SpeedTest,Good,i've been using for two years this cpu is good for some low gaming,14 months ago.
IntelR-CoreTM-i5-3340M-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,SpeedTest,,,23 months ago.
IntelR-CoreTM-i5-3340M-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,SpeedTest,Excellent,More quicker i7 3rd Generation,4 years ago.
IntelR-CoreTM-i5-3340M-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,SpeedTest,Average,"Decent dual-core CPU found in my old Dell laptop. Windows 10 feels a little sluggish but it's useable with an SSD. Single core isn't very mind blowing, and multicore performance = ~1200 on Cinebench R23.",3 years ago.
IntelR-CoreTM-i5-3340M-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,SpeedTest,,,2 years ago.
IntelR-CoreTM-i5-3340M-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,SpeedTest,Excellent,More quicker i7 3rd Generation,4 years ago.
IntelR-CoreTM-i5-3340M-CPU---270GHz,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz,SpeedTest,Average,"Decent dual-core CPU found in my old Dell laptop. Windows 10 feels a little sluggish but it's useable with an SSD. Single core isn't very mind blowing, and multicore performance = ~1200 on Cinebench R23.",3 years ago.
IntelR-CoreTM-i5-3350P-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz,SpeedTest,,,3 years ago.
IntelR-CoreTM-i5-3350P-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz,SpeedTest,Good,was a good cpu with a bad socket,3 years ago.
IntelR-CoreTM-i5-3350P-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz,SpeedTest,Good,I have this processor in my HP desktop PC which i use a lot for music production. It is one of those rare CPU's you'll only get to encounter once in a lifetime. It packs a punch high above its weightclass.,21 months ago.
IntelR-CoreTM-i5-3360M-CPU---280GHz,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz,SpeedTest,,,22 months ago.
IntelR-CoreTM-i5-3360M-CPU---280GHz,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz,SpeedTest,Good,"Gets the job done. Obviously isn't for advanced gaming (it's a laptop CPU, people!), but in my E5430 she's fast enough (and a bit) for the majority of normal computer use (web browsing, office, basic games like solitaire).",2 years ago.
IntelR-CoreTM-i5-3380M-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz,SpeedTest,,,4 years ago.
IntelR-CoreTM-i5-3380M-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz,SpeedTest,Excellent,uses low power and runs any of my computing needs.,2 years ago.
IntelR-CoreTM-i5-3427U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/909/IntelR-CoreTM-i5-3427U-CPU---180GHz,SpeedTest,,From the day when Intel was all there was. It adequately powers a general use laptop.,2 years ago.
IntelR-CoreTM-i5-3427U-CPU---180GHz,https://cpu.userbenchmark.com/SpeedTest/909/IntelR-CoreTM-i5-3427U-CPU---180GHz,SpeedTest,Terrible,It is simply too slow and bad.,3 years ago.
IntelR-CoreTM-i5-3437U-CPU---190GHz,https://cpu.userbenchmark.com/SpeedTest/4219/IntelR-CoreTM-i5-3437U-CPU---190GHz,SpeedTest,,Uses less heat than the same generation i7 with very similar performance,20 months ago.
IntelR-CoreTM-i5-3437U-CPU---190GHz,https://cpu.userbenchmark.com/SpeedTest/4219/IntelR-CoreTM-i5-3437U-CPU---190GHz,SpeedTest,Excellent,it's better than the Celeron® N4020 but in the thing it has a worse score so i'm rating it good,19 months ago.
IntelR-CoreTM-i5-3450-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,SpeedTest,,,14 months ago.
IntelR-CoreTM-i5-3450-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,SpeedTest,Excellent,It's a workhorse and fast! Too bad it's not it doesn't work with windows 11. What a waste!!!,7 days ago.
IntelR-CoreTM-i5-3450-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,SpeedTest,Good,"paired with 980ti, 8gb ram, turbo's to 3.5ghz, runs latest games max/ultra, 1080@70-120fps, holds up just fine! only 5% slower than 2500k at base speeds",20 months ago.
IntelR-CoreTM-i5-3450-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,SpeedTest,Good,7 years without any lag ! :) my best cpu ever till this day,6 years ago.
IntelR-CoreTM-i5-3450-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,SpeedTest,Average,Its a quite old processor but with a GTX 970 or GTX 1060 it will still manage to kick some 1440 gaming around 60-90fps with PUBG etc.,5 years ago.
IntelR-CoreTM-i5-3450-CPU---310GHz,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz,SpeedTest,Good,It is more expensive than better ryzen,2 years ago.
IntelR-CoreTM-i5-3450S-CPU---280GHz,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz,SpeedTest,,,2 years ago.
IntelR-CoreTM-i5-3450S-CPU---280GHz,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz,SpeedTest,Good,"Idk how this 3rd gen cpu can almost beat any 6th gen core cpu's, a beast by INTEL",16 months ago.
IntelR-CoreTM-i5-3470S-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz,SpeedTest,,,17 months ago.
IntelR-CoreTM-i5-3470S-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz,SpeedTest,Poor,"Can actually be gotten really cheaply second hand, Has 3.4/3.6ghz turbo which is a really nice to have.",1 month ago.
IntelR-CoreTM-i5-3470T-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz,SpeedTest,,,2 years ago.
IntelR-CoreTM-i5-3470T-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz,SpeedTest,Excellent,ja sam imao jedan takav i stvarno nemam reci hvala bogu sto sam imao tako dobro iskustvo :))) :(,2 years ago.
IntelR-CoreTM-i5-3475S-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz,SpeedTest,,,3 years ago.
IntelR-CoreTM-i5-3475S-CPU---290GHz,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz,SpeedTest,Good,less power and better performance,11 months ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,,,10 months ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,Good,"Similar to the Ryzen 5 3400g. Only downsides are that it is more expensive, and has a weak iGPU. Other than that, it's very capable, whether you want a gaming machine or just a plain desktop.",10 months ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,Good,ive overclocked a non overclockable chip to 4.8 need i say more,2 years ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,Excellent,I got it for 25$ used but its nice,4 years ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,Average,is good to play old game.,5 years ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,Excellent,"This Ivybridge CPU is nearly as powerful as the i5 7400, but can be found for less than $70 USD. It is excellent for used parts builds, and can be paired with a GTX 1070 without serious bottlenecking. The iGPU is also a large step up from Sandybridge, but is still much less powerful than the i5 7400's iGPU.",6 years ago.
IntelR-CoreTM-i5-3550-CPU---330GHz,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,SpeedTest,Average,Long lasting durable and gets the job done,5 years ago.
IntelR-CoreTM-i5-3570-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz,SpeedTest,,Most of the games I want to play are good. Since it can't play Starmade. I am taking one STAR!!,21 days ago.
IntelR-CoreTM-i5-3570-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz,SpeedTest,Excellent,pretty good for entylevel gaming,5 days ago.
IntelR-CoreTM-i5-3570-CPU---340GHz,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz,SpeedTest,Excellent,Good performance. Better than my old fx8350,1 month ago.
